Year,Atoll,Island,Treatment,Transect,Area,Species,Length,Family,Diet,a,b,Weight,Weight_m
2019,Great_Chagos_Bank,Eagle,Ratty,1,60,Abudefduf vaigiensis,10,Pomacentridae,Omnivore,0.02455,3.07,28.84373497,0.4807
2019,Great_Chagos_Bank,Eagle,Ratty,1,60,Abudefduf vaigiensis,10,Pomacentridae,Omnivore,0.02455,3.07,28.84373497,0.4807
2019,Great_Chagos_Bank,Eagle,Ratty,1,60,Abudefduf vaigiensis,10,Pomacentridae,Omnivore,0.02455,3.07,28.84373497,0.4807
2019,Great_Chagos_Bank,Eagle,Ratty,2,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2019,Great_Chagos_Bank,Eagle,Ratty,2,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2019,Great_Chagos_Bank,Eagle,Ratty,2,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2019,Great_Chagos_Bank,Eagle,Ratty,2,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2019,Great_Chagos_Bank,Eagle,Ratty,3,60,Abudefduf vaigiensis,9,Pomacentridae,Omnivore,0.02455,3.07,20.87257357,0.3479
2019,Great_Chagos_Bank,Eagle,Ratty,3,60,Abudefduf vaigiensis,9,Pomacentridae,Omnivore,0.02455,3.07,20.87257357,0.3479
2019,Great_Chagos_Bank,Eagle,Ratty,3,60,Abudefduf vaigiensis,9,Pomacentridae,Omnivore,0.02455,3.07,20.87257357,0.3479
2019,Great_Chagos_Bank,Eagle,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2019,Great_Chagos_Bank,Eagle,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2019,Great_Chagos_Bank,Eagle,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Great_Chagos_Bank,Nelson_Island,Birdy,2,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Great_Chagos_Bank,Nelson_Island,Birdy,2,60,Abudefduf vaigiensis,9,Pomacentridae,Omnivore,0.02455,3.07,20.87257357,0.3479
2021,Great_Chagos_Bank,Nelson_Island,Birdy,2,60,Abudefduf vaigiensis,10,Pomacentridae,Omnivore,0.02455,3.07,28.84373497,0.4807
2021,Great_Chagos_Bank,Nelson_Island,Birdy,2,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Great_Chagos_Bank,Nelson_Island,Birdy,2,60,Abudefduf vaigiensis,9,Pomacentridae,Omnivore,0.02455,3.07,20.87257357,0.3479
2021,Great_Chagos_Bank,Nelson_Island,Birdy,2,60,Abudefduf vaigiensis,10,Pomacentridae,Omnivore,0.02455,3.07,28.84373497,0.4807
2021,Great_Chagos_Bank,Nelson_Island,Birdy,2,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Great_Chagos_Bank,Nelson_Island,Birdy,2,60,Abudefduf vaigiensis,9,Pomacentridae,Omnivore,0.02455,3.07,20.87257357,0.3479
2021,Peros_Banhos,Ile_Longue,Birdy,1,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Peros_Banhos,Ile_Longue,Birdy,1,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Peros_Banhos,Ile_Longue,Birdy,2,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Peros_Banhos,Ile_Longue,Birdy,3,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Peros_Banhos,Ile_Longue,Birdy,3,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2021,Great_Chagos_Bank,Middle_Brother,Birdy,1,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Peros_Banhos,Yeye,Ratty,4,60,Abudefduf vaigiensis,8,Pomacentridae,Omnivore,0.02455,3.07,14.5391078,0.2423
2023,Great_Chagos_Bank,Eagle,Ratty,2,250,Acanthurus dussumieri,30,Acanthuridae,Herbivore,0.0302,2.94,664.8802488,2.6595
2023,Great_Chagos_Bank,Eagle,Ratty,2,250,Acanthurus dussumieri,30,Acanthuridae,Herbivore,0.0302,2.94,664.8802488,2.6595
2023,Great_Chagos_Bank,Eagle,Ratty,3,250,Acanthurus dussumieri,33,Acanthuridae,Herbivore,0.0302,2.94,879.9093371,3.5196
2023,Great_Chagos_Bank,Eagle,Ratty,2,250,Acanthurus leucocheilus,27,Acanthuridae,Herbivore,0.02344,2.95,391.273749,1.5651
2023,Great_Chagos_Bank,Eagle,Ratty,3,250,Acanthurus leucocheilus,33,Acanthuridae,Herbivore,0.02344,2.95,707.2512602,2.829
2015,Great_Chagos_Bank,Middle_Brother,Birdy,1,150,Acanthurus leucosternon,14,Acanthuridae,Herbivore,0.02089,2.93,47.65336622,0.3177
2015,Great_Chagos_Bank,Middle_Brother,Birdy,1,150,Acanthurus leucosternon,14,Acanthuridae,Herbivore,0.02089,2.93,47.65336622,0.3177
2015,Great_Chagos_Bank,Middle_Brother,Birdy,1,150,Acanthurus leucosternon,14,Acanthuridae,Herbivore,0.02089,2.93,47.65336622,0.3177
2015,Great_Chagos_Bank,Middle_Brother,Birdy,1,150,Acanthurus leucosternon,15,Acanthuridae,Herbivore,0.02089,2.93,58.32917435,0.3889
2015,Great_Chagos_Bank,Middle_Brother,Birdy,1,150,Acanthurus leucosternon,15,Acanthuridae,Herbivore,0.02089,2.93,58.32917435,0.3889
2015,Great_Chagos_Bank,Middle_Brother,Birdy,1,150,Acanthurus leucosternon,15,Acanthuridae,Herbivore,0.02089,2.93,58.32917435,0.3889
2015,Great_Chagos_Bank,Middle_Brother,Birdy,1,150,Acanthurus leucosternon,16,Acanthuridae,Herbivore,0.02089,2.93,70.47092777,0.4698
2015,Great_Chagos_Bank,Middle_Brother,Birdy,2,150,Acanthurus leucosternon,12,Acanthuridae,Herbivore,0.02089,2.93,30.3346851,0.2022
2015,Great_Chagos_Bank,Middle_Brother,Birdy,2,150,Acanthurus leucosternon,13,Acanthuridae,Herbivore,0.02089,2.93,38.35239258,0.2557
2015,Great_Chagos_Bank,Middle_Brother,Birdy,2,150,Acanthurus leucosternon,14,Acanthuridae,Herbivore,0.02089,2.93,47.65336622,0.3177
2015,Great_Chagos_Bank,Middle_Brother,Birdy,2,150,Acanthurus leucosternon,14,Acanthuridae,Herbivore,0.02089,2.93,47.65336622,0.3177
2015,Great_Chagos_Bank,Middle_Brother,Birdy,2,150,Acanthurus leucosternon,14,Acanthuridae,Herbivore,0.02089,2.93,47.65336622,0.3177
